Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
1258,Not sure what to do this evening. #neutral,2,2023-02-15 19:47:00,User51745,Twitter,Wednesday,Evening,124,124,75,323,42,8,1,0,2,0,19,False,35.888888888888886,0.38271604938271603,0.38271604938271603,0.23148148148148148
1259,Just got done organizing my desk. #neutral,2,2023-03-13 16:21:00,User96091,Twitter,Monday,Afternoon,53,177,45,275,42,7,1,0,2,0,16,False,34.375,0.19202898550724637,0.6413043478260869,0.16304347826086957
1260,Trying to stay focused. #update,2,2023-03-14 12:14:00,User13336,Instagram,Tuesday,Afternoon,896,110,4,1010,31,5,1,0,2,0,12,False,168.33333333333334,0.8862512363996043,0.10880316518298715,0.003956478733926805
1261,Cleaning up my inbox. #update,2,2023-01-21 03:36:00,User80204,Facebook,Saturday,Night,695,51,26,772,29,5,1,0,2,0,3,True,128.66666666666666,0.8990944372574385,0.06597671410090557,0.03363518758085381
1262,Not sure what to do this evening. #day,2,2023-03-29 21:01:00,User72052,Instagram,Wednesday,Night,167,127,27,321,38,8,1,0,2,0,21,False,35.666666666666664,0.5186335403726708,0.3944099378881988,0.08385093167701864
1263,Just got done organizing my desk. #neutral,2,2023-03-07 09:47:00,User20111,Facebook,Tuesday,Morning,930,145,46,1121,42,7,1,0,2,0,9,False,140.125,0.8288770053475936,0.12923351158645277,0.040998217468805706
1264,Not sure what to do this evening. #neutral,2,2023-02-18 07:54:00,User12230,Facebook,Saturday,Morning,655,123,64,842,42,8,1,0,2,0,7,True,93.55555555555556,0.7769869513641756,0.14590747330960854,0.07591933570581258
1265,Cleaning up my inbox. #day,2,2023-03-30 00:53:00,User44933,Facebook,Thursday,Night,553,154,91,798,26,5,1,0,2,0,0,False,133.0,0.6921151439299124,0.1927409261576971,0.11389236545682102
1266,Reading some articles online. #neutral,2,2023-03-08 10:09:00,User32685,Instagram,Wednesday,Morning,996,122,51,1169,38,5,1,0,2,0,10,False,194.83333333333334,0.8512820512820513,0.10427350427350428,0.04358974358974359
1267,Not sure what to do this evening. #day,2,2023-01-25 14:04:00,User48251,Facebook,Wednesday,Afternoon,623,25,50,698,38,8,1,0,2,0,14,False,77.55555555555556,0.8912732474964234,0.0357653791130186,0.0715307582260372
1268,Not sure what to do this evening. #update,2,2023-03-15 00:43:00,User78743,Twitter,Wednesday,Night,490,141,6,637,41,8,1,0,2,0,0,False,70.77777777777777,0.768025078369906,0.22100313479623823,0.009404388714733543
1269,Cleaning up my inbox. #neutral,2,2023-02-24 01:17:00,User61583,Facebook,Friday,Night,243,30,59,332,30,5,1,0,2,0,1,False,55.333333333333336,0.7297297297297297,0.09009009009009009,0.17717717717717718
1270,Listening to music while working. #update,2,2023-03-26 16:17:00,User57662,Twitter,Sunday,Afternoon,896,13,15,924,41,6,1,0,2,0,16,True,132.0,0.9686486486486486,0.014054054054054054,0.016216216216216217
1271,Trying to stay focused. #routine,2,2023-02-02 13:05:00,User47172,Facebook,Thursday,Afternoon,764,19,30,813,32,5,1,0,2,0,13,False,135.5,0.9385749385749386,0.02334152334152334,0.036855036855036855
1272,Cleaning up my inbox. #thoughts,2,2023-03-26 06:57:00,User59888,Twitter,Sunday,Morning,441,14,42,497,31,5,1,0,2,0,6,True,82.83333333333333,0.8855421686746988,0.028112449799196786,0.08433734939759036
1273,It's a bit cloudy today. #update,2,2023-02-19 16:00:00,User83315,Facebook,Sunday,Afternoon,75,126,37,238,32,6,1,0,3,0,16,True,34.0,0.3138075313807531,0.5271966527196653,0.15481171548117154
1274,Cleaning up my inbox. #routine,2,2023-03-11 01:07:00,User11145,Twitter,Saturday,Night,484,125,42,651,30,5,1,0,2,0,1,True,108.5,0.7423312883435583,0.19171779141104295,0.06441717791411043
1275,Nothing special happening today. #day,2,2023-02-17 06:59:00,User92488,Twitter,Friday,Morning,222,129,35,386,37,5,1,0,2,0,6,False,64.33333333333333,0.5736434108527132,0.3333333333333333,0.09043927648578812
1276,Nothing special happening today. #routine,2,2023-03-05 15:15:00,User51804,Facebook,Sunday,Afternoon,349,174,87,610,41,5,1,0,2,0,15,True,101.66666666666667,0.5711947626841244,0.28477905073649756,0.14238952536824878
1277,Preparing for the week ahead. #routine,2,2023-03-02 23:06:00,User73148,Instagram,Thursday,Night,694,76,6,776,38,6,1,0,2,0,23,False,110.85714285714286,0.8931788931788932,0.0978120978120978,0.007722007722007722
1278,Listening to music while working. #thoughts,2,2023-02-10 18:00:00,User38965,Twitter,Friday,Evening,375,156,68,599,43,6,1,0,2,0,18,False,85.57142857142857,0.625,0.26,0.11333333333333333
1279,Trying to stay focused. #update,2,2023-03-22 22:36:00,User25002,Instagram,Wednesday,Night,459,53,18,530,31,5,1,0,2,0,22,False,88.33333333333333,0.864406779661017,0.09981167608286252,0.03389830508474576
1280,Reading some articles online. #neutral,2,2023-01-30 04:58:00,User89774,Twitter,Monday,Night,167,158,73,398,38,5,1,0,2,0,4,False,66.33333333333333,0.41854636591478694,0.39598997493734334,0.18295739348370926
1281,Reading some articles online. #neutral,2,2023-02-22 00:21:00,User67758,Twitter,Wednesday,Night,885,95,29,1009,38,5,1,0,2,0,0,False,168.16666666666666,0.8762376237623762,0.09405940594059406,0.028712871287128714
1282,Not sure what to do this evening. #routine,2,2023-02-25 21:32:00,User81258,Twitter,Saturday,Night,836,41,77,954,42,8,1,0,2,0,21,True,106.0,0.875392670157068,0.04293193717277487,0.0806282722513089
1283,Nothing special happening today. #thoughts,2,2023-01-31 23:50:00,User94928,Twitter,Tuesday,Night,773,72,59,904,42,5,1,0,2,0,23,False,150.66666666666666,0.8541436464088398,0.07955801104972375,0.06519337016574586
1284,It's a bit cloudy today. #update,2,2023-03-27 17:17:00,User58878,Facebook,Monday,Evening,274,54,47,375,32,6,1,0,3,0,17,False,53.57142857142857,0.7287234042553191,0.14361702127659576,0.125
1285,Reading some articles online. #thoughts,2,2023-01-22 18:06:00,User56494,Instagram,Sunday,Evening,581,156,17,754,39,5,1,0,2,0,18,True,125.66666666666667,0.7695364238410596,0.20662251655629138,0.022516556291390728
1286,Not sure what to do this evening. #neutral,2,2023-02-02 02:45:00,User27717,Twitter,Thursday,Night,162,23,96,281,42,8,1,0,2,0,2,False,31.22222222222222,0.574468085106383,0.08156028368794327,0.3404255319148936
1287,Reading some articles online. #thoughts,2,2023-03-20 16:05:00,User84454,Facebook,Monday,Afternoon,189,104,22,315,39,5,1,0,2,0,16,False,52.5,0.5981012658227848,0.3291139240506329,0.06962025316455696
1288,Not sure what to do this evening. #neutral,2,2023-03-02 23:23:00,User60465,Instagram,Thursday,Night,608,64,68,740,42,8,1,0,2,0,23,False,82.22222222222223,0.8205128205128205,0.08636977058029689,0.09176788124156546
1289,Just got done organizing my desk. #thoughts,2,2023-03-10 19:27:00,User82611,Instagram,Friday,Evening,50,171,69,290,43,7,1,0,2,0,19,False,36.25,0.1718213058419244,0.5876288659793815,0.23711340206185566
1290,Just got done organizing my desk. #routine,2,2023-02-22 17:12:00,User71074,Instagram,Wednesday,Evening,139,93,37,269,42,7,1,0,2,0,17,False,33.625,0.5148148148148148,0.34444444444444444,0.13703703703703704
1291,Trying to stay focused. #thoughts,2,2023-01-23 17:16:00,User53076,Facebook,Monday,Evening,703,150,49,902,33,5,1,0,2,0,17,False,150.33333333333334,0.778516057585825,0.16611295681063123,0.05426356589147287
1292,Trying to stay focused. #update,2,2023-01-24 00:01:00,User71924,Instagram,Tuesday,Night,369,151,13,533,31,5,1,0,2,0,0,False,88.83333333333333,0.6910112359550562,0.28277153558052437,0.024344569288389514
1293,It's a bit cloudy today. #day,2,2023-02-05 05:03:00,User80626,Instagram,Sunday,Morning,599,168,34,801,29,6,1,0,3,0,5,True,114.42857142857143,0.7468827930174564,0.20947630922693267,0.04239401496259352
1294,It's a bit cloudy today. #thoughts,2,2023-03-21 14:07:00,User31139,Facebook,Tuesday,Afternoon,854,187,86,1127,34,6,1,0,3,0,14,False,161.0,0.7570921985815603,0.16578014184397163,0.07624113475177305
1295,Not sure what to do this evening. #thoughts,2,2023-01-26 08:28:00,User10148,Twitter,Thursday,Morning,943,73,53,1069,43,8,1,0,2,0,8,False,118.77777777777777,0.8813084112149533,0.06822429906542056,0.04953271028037383
1296,Not sure what to do this evening. #thoughts,2,2023-03-08 18:05:00,User24258,Instagram,Wednesday,Evening,188,179,87,454,43,8,1,0,2,0,18,False,50.44444444444444,0.41318681318681316,0.3934065934065934,0.1912087912087912
1297,Refilled my water bottle. #thoughts,2,2023-02-18 22:52:00,User27453,Twitter,Saturday,Night,560,53,51,664,35,5,1,0,2,0,22,True,110.66666666666667,0.8421052631578947,0.07969924812030076,0.07669172932330827
1298,Reading some articles online. #neutral,2,2023-03-20 15:53:00,User63355,Facebook,Monday,Afternoon,917,112,3,1032,38,5,1,0,2,0,15,False,172.0,0.8877057115198451,0.10842207163601161,0.002904162633107454
1299,Reading some articles online. #thoughts,2,2023-02-06 14:46:00,User44118,Twitter,Monday,Afternoon,894,165,42,1101,39,5,1,0,2,0,14,False,183.5,0.8112522686025408,0.14972776769509982,0.038112522686025406
1300,Not sure what to do this evening. #neutral,2,2023-01-24 17:03:00,User23603,Facebook,Tuesday,Evening,308,123,98,529,42,8,1,0,2,0,17,False,58.77777777777778,0.5811320754716981,0.2320754716981132,0.18490566037735848
1301,Just got done organizing my desk. #thoughts,2,2023-03-15 13:51:00,User38290,Instagram,Wednesday,Afternoon,722,153,32,907,43,7,1,0,2,0,13,False,113.375,0.7951541850220264,0.1685022026431718,0.03524229074889868
1302,It's a bit cloudy today. #day,2,2023-01-30 13:22:00,User53850,Facebook,Monday,Afternoon,951,154,51,1156,29,6,1,0,3,0,13,False,165.14285714285714,0.8219533275713051,0.1331028522039758,0.04407951598962835
1303,Nothing special happening today. #day,2,2023-03-12 09:27:00,User20244,Facebook,Sunday,Morning,739,180,85,1004,37,5,1,0,2,0,9,True,167.33333333333334,0.7353233830845771,0.1791044776119403,0.0845771144278607
1304,Preparing for the week ahead. #thoughts,2,2023-03-22 11:21:00,User32427,Facebook,Wednesday,Morning,59,41,46,146,39,6,1,0,2,0,11,False,20.857142857142858,0.4013605442176871,0.2789115646258503,0.3129251700680272
1305,Refilled my water bottle. #day,2,2023-02-02 03:32:00,User78904,Twitter,Thursday,Night,310,147,21,478,30,5,1,0,2,0,3,False,79.66666666666667,0.6471816283924844,0.3068893528183716,0.04384133611691023
1306,Refilled my water bottle. #thoughts,2,2023-03-06 23:00:00,User62509,Twitter,Monday,Night,968,167,44,1179,35,5,1,0,2,0,23,False,196.5,0.8203389830508474,0.14152542372881355,0.03728813559322034
1307,Not sure what to do this evening. #thoughts,2,2023-02-10 07:16:00,User88305,Instagram,Friday,Morning,699,164,11,874,43,8,1,0,2,0,7,False,97.11111111111111,0.7988571428571428,0.18742857142857142,0.012571428571428572
1308,Reading some articles online. #thoughts,2,2023-02-19 19:58:00,User43291,Instagram,Sunday,Evening,221,15,68,304,39,5,1,0,2,0,19,True,50.666666666666664,0.7245901639344262,0.04918032786885246,0.22295081967213115
1309,Not sure what to do this evening. #update,2,2023-02-02 02:55:00,User77154,Facebook,Thursday,Night,947,142,1,1090,41,8,1,0,2,0,2,False,121.11111111111111,0.8680109990834097,0.1301558203483043,0.0009165902841429881
1310,Preparing for the week ahead. #update,2,2023-02-05 20:57:00,User89071,Instagram,Sunday,Evening,62,82,92,236,37,6,1,0,2,0,20,True,33.714285714285715,0.2616033755274262,0.3459915611814346,0.3881856540084388
1311,Not sure what to do this evening. #update,2,2023-02-17 22:53:00,User98354,Instagram,Friday,Night,217,81,63,361,41,8,1,0,2,0,22,False,40.111111111111114,0.5994475138121547,0.22375690607734808,0.17403314917127072
1312,Listening to music while working. #update,2,2023-03-22 00:58:00,User68698,Twitter,Wednesday,Night,691,189,24,904,41,6,1,0,2,0,0,False,129.14285714285714,0.7635359116022099,0.20883977900552486,0.026519337016574586
1313,It's a bit cloudy today. #update,2,2023-02-06 22:13:00,User46152,Instagram,Monday,Night,645,157,99,901,32,6,1,0,3,0,22,False,128.71428571428572,0.7150776053215078,0.17405764966740578,0.10975609756097561
1314,It's a bit cloudy today. #thoughts,2,2023-01-31 23:09:00,User68747,Facebook,Tuesday,Night,370,6,13,389,34,6,1,0,3,0,23,False,55.57142857142857,0.9487179487179487,0.015384615384615385,0.03333333333333333
1315,It's a bit cloudy today. #thoughts,2,2023-02-27 10:34:00,User56811,Instagram,Monday,Morning,368,68,98,534,34,6,1,0,3,0,10,False,76.28571428571429,0.6878504672897197,0.12710280373831775,0.18317757009345795
1316,Refilled my water bottle. #update,2,2023-03-11 23:00:00,User64450,Twitter,Saturday,Night,662,39,11,712,33,5,1,0,2,0,23,True,118.66666666666667,0.9284712482468443,0.0546984572230014,0.015427769985974754
1317,Reading some articles online. #routine,2,2023-01-20 23:36:00,User28207,Facebook,Friday,Night,378,11,51,440,38,5,1,0,2,0,23,False,73.33333333333333,0.8571428571428571,0.024943310657596373,0.11564625850340136
1318,It's a bit cloudy today. #thoughts,2,2023-03-01 17:44:00,User50952,Twitter,Wednesday,Evening,834,89,17,940,34,6,1,0,3,0,17,False,134.28571428571428,0.8862911795961743,0.09458023379383634,0.018065887353878853
1319,It's a bit cloudy today. #day,2,2023-03-09 06:42:00,User31192,Facebook,Thursday,Morning,826,150,99,1075,29,6,1,0,3,0,6,False,153.57142857142858,0.7676579925650557,0.13940520446096655,0.09200743494423792
1320,Preparing for the week ahead. #neutral,2,2023-02-24 00:14:00,User54533,Twitter,Friday,Night,960,71,82,1113,38,6,1,0,2,0,0,False,159.0,0.8617594254937163,0.06373429084380611,0.07360861759425494
1321,Listening to music while working. #routine,2,2023-03-19 00:35:00,User33113,Instagram,Sunday,Night,969,46,86,1101,42,6,1,0,2,0,0,True,157.28571428571428,0.8793103448275862,0.041742286751361164,0.0780399274047187
1322,Refilled my water bottle. #routine,2,2023-01-20 21:46:00,User85345,Facebook,Friday,Night,599,122,24,745,34,5,1,0,2,0,21,False,124.16666666666667,0.8029490616621984,0.16353887399463807,0.032171581769437
1323,Listening to music while working. #thoughts,2,2023-03-05 05:23:00,User25625,Twitter,Sunday,Morning,468,129,19,616,43,6,1,0,2,0,5,True,88.0,0.7585089141004863,0.20907617504051865,0.03079416531604538
1324,Trying to stay focused. #routine,2,2023-02-12 07:47:00,User20597,Twitter,Sunday,Morning,655,171,37,863,32,5,1,0,2,0,7,True,143.83333333333334,0.7581018518518519,0.19791666666666666,0.04282407407407408
1325,Just got done organizing my desk. #day,2,2023-02-06 22:28:00,User88063,Facebook,Monday,Night,144,173,85,402,38,7,1,0,2,0,22,False,50.25,0.3573200992555831,0.4292803970223325,0.2109181141439206
1326,Preparing for the week ahead. #day,2,2023-01-29 21:33:00,User28795,Instagram,Sunday,Night,866,28,8,902,34,6,1,0,2,0,21,True,128.85714285714286,0.9590254706533776,0.031007751937984496,0.008859357696566999
1327,Preparing for the week ahead. #routine,2,2023-01-31 17:19:00,User14576,Twitter,Tuesday,Evening,630,192,28,850,38,6,1,0,2,0,17,False,121.42857142857143,0.7403055229142186,0.2256169212690952,0.03290246768507638
1328,It's a bit cloudy today. #routine,2,2023-01-31 19:49:00,User72882,Facebook,Tuesday,Evening,367,50,5,422,33,6,1,0,3,0,19,False,60.285714285714285,0.8676122931442081,0.1182033096926714,0.01182033096926714
1329,Preparing for the week ahead. #thoughts,2,2023-02-16 00:28:00,User76076,Instagram,Thursday,Night,285,23,17,325,39,6,1,0,2,0,0,False,46.42857142857143,0.8742331288343558,0.0705521472392638,0.05214723926380368
1330,It's a bit cloudy today. #update,2,2023-03-16 03:11:00,User87824,Instagram,Thursday,Night,995,72,36,1103,32,6,1,0,3,0,3,False,157.57142857142858,0.9012681159420289,0.06521739130434782,0.03260869565217391
1331,Preparing for the week ahead. #thoughts,2,2023-03-17 10:55:00,User50077,Facebook,Friday,Morning,383,106,19,508,39,6,1,0,2,0,10,False,72.57142857142857,0.7524557956777996,0.2082514734774067,0.03732809430255403
1332,Nothing special happening today. #routine,2,2023-03-27 03:19:00,User53786,Twitter,Monday,Night,934,46,64,1044,41,5,1,0,2,0,3,False,174.0,0.8937799043062201,0.04401913875598086,0.06124401913875598
1333,It's a bit cloudy today. #day,2,2023-02-22 19:27:00,User16861,Facebook,Wednesday,Evening,425,36,91,552,29,6,1,0,3,0,19,False,78.85714285714286,0.7685352622061483,0.0650994575045208,0.16455696202531644
1334,It's a bit cloudy today. #neutral,2,2023-03-26 02:31:00,User50635,Facebook,Sunday,Night,508,171,98,777,33,6,1,0,3,0,2,True,111.0,0.6529562982005142,0.21979434447300772,0.12596401028277635
1335,Nothing special happening today. #thoughts,2,2023-02-22 19:13:00,User53701,Instagram,Wednesday,Evening,186,113,11,310,42,5,1,0,2,0,19,False,51.666666666666664,0.5980707395498392,0.3633440514469453,0.03536977491961415
1336,It's a bit cloudy today. #thoughts,2,2023-03-04 17:02:00,User85601,Instagram,Saturday,Evening,979,40,54,1073,34,6,1,0,3,0,17,True,153.28571428571428,0.9115456238361266,0.037243947858473,0.05027932960893855
1337,Preparing for the week ahead. #thoughts,2,2023-02-08 17:11:00,User30777,Instagram,Wednesday,Evening,637,101,45,783,39,6,1,0,2,0,17,False,111.85714285714286,0.8125,0.1288265306122449,0.05739795918367347
1338,Cleaning up my inbox. #routine,2,2023-02-22 06:13:00,User48654,Facebook,Wednesday,Morning,596,168,47,811,30,5,1,0,2,0,6,False,135.16666666666666,0.7339901477832512,0.20689655172413793,0.05788177339901478
1339,Just got done organizing my desk. #neutral,2,2023-02-26 20:07:00,User78156,Facebook,Sunday,Evening,562,135,12,709,42,7,1,0,2,0,20,True,88.625,0.7915492957746478,0.19014084507042253,0.016901408450704224
1340,It's a bit cloudy today. #update,2,2023-03-04 12:22:00,User16754,Facebook,Saturday,Afternoon,345,77,21,443,32,6,1,0,3,0,12,True,63.285714285714285,0.777027027027027,0.17342342342342343,0.0472972972972973
1341,Refilled my water bottle. #day,2,2023-03-29 01:53:00,User15010,Instagram,Wednesday,Night,369,140,11,520,30,5,1,0,2,0,1,False,86.66666666666667,0.708253358925144,0.2687140115163148,0.02111324376199616
1342,Cleaning up my inbox. #thoughts,2,2023-03-24 12:01:00,User23731,Instagram,Friday,Afternoon,967,101,92,1160,31,5,1,0,2,0,12,False,193.33333333333334,0.8329026701119724,0.08699397071490095,0.07924203273040482
1343,Just got done organizing my desk. #thoughts,2,2023-02-28 21:44:00,User71935,Twitter,Tuesday,Night,621,127,5,753,43,7,1,0,2,0,21,False,94.125,0.8236074270557029,0.16843501326259946,0.006631299734748011
